id,plate,well,nutrients,treatment,species,day,area_mm2,comp_rel
85,O,1,low,SP,SP,6,66.803,100
85,O,1,low,SP,TOT,6,66.803,100
86,O,2,low,WB,WB,6,66.877,100
86,O,2,low,WB,TOT,6,66.877,100
87,O,3,low,LMSP,LM,6,49.102,47.71817298
87,O,3,low,LMSP,SP,6,53.798,52.28182702
87,O,3,low,LMSP,TOT,6,102.9,100
88,O,4,high,SP,SP,6,129.422,100
88,O,4,high,SP,TOT,6,129.422,100
89,O,5,high,WB,WB,6,223.276,100
89,O,5,high,WB,TOT,6,223.276,100
90,O,6,high,LMSP,LM,6,142.561,48.87934197
90,O,6,high,LMSP,SP,6,149.098,51.12065803
90,O,6,high,LMSP,TOT,6,291.659,100
91,P,1,high,LMWB,LM,6,164.596,51.24727567
91,P,1,high,LMWB,WB,6,156.584,48.75272433
91,P,1,high,LMWB,TOT,6,321.18,100
92,P,2,high,SPWB,SP,6,179.028,48.29106054
92,P,2,high,SPWB,WB,6,191.699,51.70893946
92,P,2,high,SPWB,TOT,6,370.727,100
93,P,3,high,LMSPWB,LM,6,132.045,37.80264013
93,P,3,high,LMSPWB,SP,6,109.512,31.35175679
93,P,3,high,LMSPWB,WB,6,107.744,30.84560308
93,P,3,high,LMSPWB,TOT,6,349.301,100
94,P,4,low,LMWB,LM,6,77.846,58.44776971
94,P,4,low,LMWB,WB,6,55.343,41.55223029
94,P,4,low,LMWB,TOT,6,133.189,100
95,P,5,low,SPWB,SP,6,107.513,71.91072109
95,P,5,low,SPWB,WB,6,41.996,28.08927891
95,P,5,low,SPWB,TOT,6,149.509,100
96,P,6,low,LMSPWB,LM,6,43.847,33.79761666
96,P,6,low,LMSPWB,SP,6,39.796,30.67507361
96,P,6,low,LMSPWB,WB,6,46.091,35.52730973
96,P,6,low,LMSPWB,TOT,6,129.734,100
1,A,1,low,Blank,Blank,8,,
1,A,1,low,Blank,TOT,8,,
2,A,2,low,LM,LM,8,85.586,100
2,A,2,low,LM,TOT,8,85.586,100
3,A,3,low,SP,SP,8,126.543,100
3,A,3,low,SP,TOT,8,126.543,100
4,A,4,high,Blank,Blank,8,,
4,A,4,high,Blank,TOT,8,,
5,A,5,high,LM,LM,8,341.77,100
5,A,5,high,LM,TOT,8,341.77,100
6,A,6,high,SP,SP,8,547.758,100
6,A,6,high,SP,TOT,8,547.758,100
7,B,1,high,WB,WB,8,251.377,100
7,B,1,high,WB,TOT,8,251.377,100
8,B,2,high,LMSP,LM,8,223.004,42.57564679
8,B,2,high,LMSP,SP,8,300.779,57.42435321
8,B,2,high,LMSP,TOT,8,523.783,100
9,B,3,high,LMWB,LM,8,198.739,60.05360553
9,B,3,high,LMWB,WB,8,132.197,39.94639447
9,B,3,high,LMWB,TOT,8,330.936,100
10,B,4,low,WB,WB,8,61.095,100
10,B,4,low,WB,TOT,8,61.095,100
11,B,5,low,LMSP,LM,8,68.521,46.75765123
11,B,5,low,LMSP,SP,8,78.024,53.24234877
11,B,5,low,LMSP,TOT,8,146.545,100
12,B,6,low,LMWB,LM,8,50.403,52.31946189
12,B,6,low,LMWB,WB,8,45.934,47.68053811
12,B,6,low,LMWB,TOT,8,96.337,100
13,C,1,low,SPWB,SP,8,76.818,68.74709146
13,C,1,low,SPWB,WB,8,34.922,31.25290854
13,C,1,low,SPWB,TOT,8,111.74,100
14,C,2,low,LMSPWB,LM,8,56.943,34.77286467
14,C,2,low,LMSPWB,SP,8,69.64,42.52642635
14,C,2,low,LMSPWB,WB,8,37.174,22.70070898
14,C,2,low,LMSPWB,TOT,8,163.757,100
15,C,3,low,Blank,Blank,8,,
15,C,3,low,Blank,TOT,8,,
16,C,4,high,SPWB,SP,8,296.38,61.91636131
16,C,4,high,SPWB,WB,8,182.298,38.08363869
16,C,4,high,SPWB,TOT,8,478.678,100
17,C,5,high,LMSPWB,LM,8,202.476,41.16344741
17,C,5,high,LMSPWB,SP,8,150.749,30.64732873
17,C,5,high,LMSPWB,WB,8,138.658,28.18922386
17,C,5,high,LMSPWB,TOT,8,491.883,100
18,C,6,high,Blank,Blank,8,,
18,C,6,high,Blank,TOT,8,,
19,D,1,high,LM,LM,8,406.652,100
19,D,1,high,LM,TOT,8,406.652,100
20,D,2,high,SP,SP,8,243.344,100
20,D,2,high,SP,TOT,8,243.344,100
21,D,3,high,WB,WB,8,391.347,100
21,D,3,high,WB,TOT,8,391.347,100
22,D,4,low,LM,LM,8,106.773,100
22,D,4,low,LM,TOT,8,106.773,100
23,D,5,low,SP,SP,8,105.191,100
23,D,5,low,SP,TOT,8,105.191,100
24,D,6,low,WB,WB,8,88.36,100
24,D,6,low,WB,TOT,8,88.36,100
25,E,1,low,LMSP,LM,8,65.956,36.34059528
25,E,1,low,LMSP,SP,8,115.538,63.65940472
25,E,1,low,LMSP,TOT,8,181.494,100
26,E,2,low,LMWB,LM,8,70.261,56.93483299
26,E,2,low,LMWB,WB,8,53.145,43.06516701
26,E,2,low,LMWB,TOT,8,123.406,100
27,E,3,low,SPWB,SP,8,46.71,49.2057138
27,E,3,low,SPWB,WB,8,48.218,50.7942862
27,E,3,low,SPWB,TOT,8,94.928,100
28,E,4,high,LMSP,LM,8,287.709,56.72887522
28,E,4,high,LMSP,SP,8,219.456,43.27112478
28,E,4,high,LMSP,TOT,8,507.165,100
29,E,5,high,LMWB,LM,8,282.759,60.2647087
29,E,5,high,LMWB,WB,8,186.436,39.7352913
29,E,5,high,LMWB,TOT,8,469.195,100
30,E,6,high,SPWB,SP,8,167.872,41.18497074
30,E,6,high,SPWB,WB,8,239.733,58.81502926
30,E,6,high,SPWB,TOT,8,407.605,100
31,F,1,high,LMSPWB,LM,8,226.938,38.85199509
31,F,1,high,LMSPWB,SP,8,230.46,39.45496474
31,F,1,high,LMSPWB,WB,8,126.711,21.69304017
31,F,1,high,LMSPWB,TOT,8,584.109,100
32,F,2,high,Blank,Blank,8,,
32,F,2,high,Blank,TOT,8,,
33,F,3,high,LM,LM,8,392.16,100
33,F,3,high,LM,TOT,8,392.16,100
34,F,4,low,LMSPWB,LM,8,58.134,32.78775437
34,F,4,low,LMSPWB,SP,8,63.616,35.87961919
34,F,4,low,LMSPWB,WB,8,55.554,31.33262645
34,F,4,low,LMSPWB,TOT,8,177.304,100
35,F,5,low,Blank,Blank,8,,
35,F,5,low,Blank,TOT,8,,
36,F,6,low,LM,LM,8,120.922,100
36,F,6,low,LM,TOT,8,120.922,100
37,G,1,low,SP,SP,8,170.874,100
37,G,1,low,SP,TOT,8,170.874,100
38,G,2,low,WB,WB,8,93.12,100
38,G,2,low,WB,TOT,8,93.12,100
39,G,3,low,LMSP,LM,8,51.446,43.07159063
39,G,3,low,LMSP,SP,8,67.997,56.92840937
39,G,3,low,LMSP,TOT,8,119.443,100
40,G,4,high,SP,SP,8,736.715,100
40,G,4,high,SP,TOT,8,736.715,100
41,G,5,high,WB,WB,8,466.565,100
41,G,5,high,WB,TOT,8,466.565,100
42,G,6,high,LMSP,LM,8,184.105,40.92195255
42,G,6,high,LMSP,SP,8,265.788,59.07804745
42,G,6,high,LMSP,TOT,8,449.893,100
43,H,1,high,LMWB,LM,8,224.538,54.23924518
43,H,1,high,LMWB,WB,8,189.439,45.76075482
43,H,1,high,LMWB,TOT,8,413.977,100
44,H,2,high,SPWB,SP,8,208.866,47.30987463
44,H,2,high,SPWB,WB,8,232.619,52.69012537
44,H,2,high,SPWB,TOT,8,441.485,100
45,H,3,high,LMSPWB,LM,8,145.642,35.83631268
45,H,3,high,LMSPWB,SP,8,90.544,22.27903417
45,H,3,high,LMSPWB,WB,8,170.223,41.88465314
45,H,3,high,LMSPWB,TOT,8,406.409,100
46,H,4,low,LMWB,LM,8,64.872,56.94472485
46,H,4,low,LMWB,WB,8,49.049,43.05527515
46,H,4,low,LMWB,TOT,8,113.921,100
47,H,5,low,SPWB,SP,8,70.199,55.36460716
47,H,5,low,SPWB,WB,8,56.595,44.63539284
47,H,5,low,SPWB,TOT,8,126.794,100
48,H,6,low,LMSPWB,LM,8,34.159,24.65659489
48,H,6,low,LMSPWB,SP,8,50.17,36.21362938
48,H,6,low,LMSPWB,WB,8,54.21,39.12977573
48,H,6,low,LMSPWB,TOT,8,138.539,100
49,I,1,low,Blank,Blank,8,,
49,I,1,low,Blank,TOT,8,,
50,I,2,low,LM,LM,8,124.314,100
50,I,2,low,LM,TOT,8,124.314,100
51,I,3,low,SP,SP,8,112.255,100
51,I,3,low,SP,TOT,8,112.255,100
52,I,4,high,Blank,Blank,8,,
52,I,4,high,Blank,TOT,8,,
53,I,5,high,LM,LM,8,315.114,100
53,I,5,high,LM,TOT,8,315.114,100
54,I,6,high,SP,SP,8,478.351,100
54,I,6,high,SP,TOT,8,478.351,100
55,J,1,high,WB,WB,8,337.516,100
55,J,1,high,WB,TOT,8,337.516,100
56,J,2,high,LMSP,LM,8,129.368,45.75122717
56,J,2,high,LMSP,SP,8,153.396,54.24877283
56,J,2,high,LMSP,TOT,8,282.764,100
57,J,3,high,LMWB,LM,8,208.566,53.50933231
57,J,3,high,LMWB,WB,8,181.209,46.49066769
57,J,3,high,LMWB,TOT,8,389.775,100
58,J,4,low,WB,WB,8,73.446,100
58,J,4,low,WB,TOT,8,73.446,100
59,J,5,low,LMSP,LM,8,91.783,58.77685633
59,J,5,low,LMSP,SP,8,64.372,41.22314367
59,J,5,low,LMSP,TOT,8,156.155,100
60,J,6,low,LMWB,LM,8,73.203,65.67352981
60,J,6,low,LMWB,WB,8,38.262,34.32647019
60,J,6,low,LMWB,TOT,8,111.465,100
61,K,1,low,SPWB,SP,8,66.721,61.99684074
61,K,1,low,SPWB,WB,8,40.899,38.00315926
61,K,1,low,SPWB,TOT,8,107.62,100
62,K,2,low,LMSPWB,LM,8,52.685,39.93647762
62,K,2,low,LMSPWB,SP,8,47.685,36.14635921
62,K,2,low,LMSPWB,WB,8,31.552,23.91716317
62,K,2,low,LMSPWB,TOT,8,131.922,100
63,K,3,low,Blank,Blank,8,,
63,K,3,low,Blank,TOT,8,,
64,K,4,high,SPWB,SP,8,183.808,41.87962524
64,K,4,high,SPWB,WB,8,255.088,58.12037476
64,K,4,high,SPWB,TOT,8,438.896,100
65,K,5,high,LMSPWB,LM,8,187.03,31.96777072
65,K,5,high,LMSPWB,SP,8,274.937,46.99311863
65,K,5,high,LMSPWB,WB,8,123.091,21.03911065
65,K,5,high,LMSPWB,TOT,8,585.058,100
66,K,6,high,Blank,Blank,8,,
66,K,6,high,Blank,TOT,8,,
67,L,1,high,LM,LM,8,329.498,100
67,L,1,high,LM,TOT,8,329.498,100
68,L,2,high,SP,SP,8,416.315,100
68,L,2,high,SP,TOT,8,416.315,100
69,L,3,high,WB,WB,8,391.171,100
69,L,3,high,WB,TOT,8,391.171,100
70,L,4,low,LM,LM,8,104.516,100
70,L,4,low,LM,TOT,8,104.516,100
71,L,5,low,SP,SP,8,220.1,100
71,L,5,low,SP,TOT,8,220.1,100
72,L,6,low,WB,WB,8,86.597,100
72,L,6,low,WB,TOT,8,86.597,100
73,M,1,low,LMSP,LM,8,49.348,46.6145243
73,M,1,low,LMSP,SP,8,56.516,53.3854757
73,M,1,low,LMSP,TOT,8,105.864,100
74,M,2,low,LMWB,LM,8,60.944,51.58494367
74,M,2,low,LMWB,WB,8,57.199,48.41505633
74,M,2,low,LMWB,TOT,8,118.143,100
75,M,3,low,SPWB,SP,8,96.587,65.40777008
75,M,3,low,SPWB,WB,8,51.082,34.59222992
75,M,3,low,SPWB,TOT,8,147.669,100
76,M,4,high,LMSP,LM,8,175.093,30.81646661
76,M,4,high,LMSP,SP,8,393.087,69.18353339
76,M,4,high,LMSP,TOT,8,568.18,100
77,M,5,high,LMWB,LM,8,222.79,49.64878814
77,M,5,high,LMWB,WB,8,225.942,50.35121186
77,M,5,high,LMWB,TOT,8,448.732,100
78,M,6,high,SPWB,SP,8,220.741,46.84477248
78,M,6,high,SPWB,WB,8,250.477,53.15522752
78,M,6,high,SPWB,TOT,8,471.218,100
79,N,1,high,LMSPWB,LM,8,183.701,34.45164606
79,N,1,high,LMSPWB,SP,8,223.535,41.92219259
79,N,1,high,LMSPWB,WB,8,125.978,23.62616135
79,N,1,high,LMSPWB,TOT,8,533.214,100
80,N,2,high,Blank,Blank,8,,
80,N,2,high,Blank,TOT,8,,
81,N,3,high,LM,LM,8,379.454,100
81,N,3,high,LM,TOT,8,379.454,100
82,N,4,low,LMSPWB,LM,8,59.931,38.02125297
82,N,4,low,LMSPWB,SP,8,56.431,35.80079302
82,N,4,low,LMSPWB,WB,8,41.263,26.177954
82,N,4,low,LMSPWB,TOT,8,157.625,100
83,N,5,low,Blank,Blank,8,,
83,N,5,low,Blank,TOT,8,,
84,N,6,low,LM,LM,8,125.963,100
84,N,6,low,LM,TOT,8,125.963,100
85,O,1,low,SP,SP,8,69.45,100
85,O,1,low,SP,TOT,8,69.45,100
86,O,2,low,WB,WB,8,79.494,100
86,O,2,low,WB,TOT,8,79.494,100
87,O,3,low,LMSP,LM,8,58.792,51.23173314
87,O,3,low,LMSP,SP,8,55.965,48.76826686
87,O,3,low,LMSP,TOT,8,114.757,100
88,O,4,high,SP,SP,8,204.955,100
88,O,4,high,SP,TOT,8,204.955,100
89,O,5,high,WB,WB,8,395.969,100
89,O,5,high,WB,TOT,8,395.969,100
90,O,6,high,LMSP,LM,8,205.644,50.00826808
90,O,6,high,LMSP,SP,8,205.576,49.99173192
90,O,6,high,LMSP,TOT,8,411.22,100
91,P,1,high,LMWB,LM,8,214.132,57.91327019
91,P,1,high,LMWB,WB,8,155.614,42.08672981
91,P,1,high,LMWB,TOT,8,369.746,100
92,P,2,high,SPWB,SP,8,257.981,54.53555748
92,P,2,high,SPWB,WB,8,215.07,45.46444252
92,P,2,high,SPWB,TOT,8,473.051,100
93,P,3,high,LMSPWB,LM,8,171.849,40.9377747
93,P,3,high,LMSPWB,SP,8,148.673,35.41680067
93,P,3,high,LMSPWB,WB,8,99.259,23.64542464
93,P,3,high,LMSPWB,TOT,8,419.781,100
94,P,4,low,LMWB,LM,8,86.578,62.39451135
94,P,4,low,LMWB,WB,8,52.181,37.60548865
94,P,4,low,LMWB,TOT,8,138.759,100
95,P,5,low,SPWB,SP,8,116.68,76.56167979
95,P,5,low,SPWB,WB,8,35.72,23.43832021
95,P,5,low,SPWB,TOT,8,152.4,100
96,P,6,low,LMSPWB,LM,8,46.73,39.29796825
96,P,6,low,LMSPWB,SP,8,34.609,29.10471609
96,P,6,low,LMSPWB,WB,8,37.573,31.59731566
96,P,6,low,LMSPWB,TOT,8,118.912,100
1,A,1,low,Blank,Blank,10,,
1,A,1,low,Blank,TOT,10,,
2,A,2,low,LM,LM,10,99.607,100
2,A,2,low,LM,TOT,10,99.607,100
3,A,3,low,SP,SP,10,139.811,100
3,A,3,low,SP,TOT,10,139.811,100
4,A,4,high,Blank,Blank,10,,
4,A,4,high,Blank,TOT,10,,
5,A,5,high,LM,LM,10,446.207,100
5,A,5,high,LM,TOT,10,446.207,100
6,A,6,high,SP,SP,10,740.642,100
6,A,6,high,SP,TOT,10,740.642,100
7,B,1,high,WB,WB,10,292.96,100
7,B,1,high,WB,TOT,10,292.96,100
8,B,2,high,LMSP,LM,10,305.723,46.0086683
8,B,2,high,LMSP,SP,10,358.767,53.9913317
8,B,2,high,LMSP,TOT,10,664.49,100
9,B,3,high,LMWB,LM,10,245.768,67.02428515
9,B,3,high,LMWB,WB,10,120.917,32.97571485
9,B,3,high,LMWB,TOT,10,366.685,100
10,B,4,low,WB,WB,10,51.444,100
10,B,4,low,WB,TOT,10,51.444,100
11,B,5,low,LMSP,LM,10,73.288,47.66792198
11,B,5,low,LMSP,SP,10,80.459,52.33207802
11,B,5,low,LMSP,TOT,10,153.747,100
12,B,6,low,LMWB,LM,10,49.859,54.88903078
12,B,6,low,LMWB,WB,10,40.977,45.11096922
12,B,6,low,LMWB,TOT,10,90.836,100
13,C,1,low,SPWB,SP,10,69.741,72.1232303
13,C,1,low,SPWB,WB,10,26.956,27.8767697
13,C,1,low,SPWB,TOT,10,96.697,100
14,C,2,low,LMSPWB,LM,10,57.467,37.99044074
14,C,2,low,LMSPWB,SP,10,66.676,44.07835152
14,C,2,low,LMSPWB,WB,10,27.124,17.93120773
14,C,2,low,LMSPWB,TOT,10,151.267,100
15,C,3,low,Blank,Blank,10,,
15,C,3,low,Blank,TOT,10,,
16,C,4,high,SPWB,SP,10,333.935,67.0010012
16,C,4,high,SPWB,WB,10,164.468,32.9989988
16,C,4,high,SPWB,TOT,10,498.403,100
17,C,5,high,LMSPWB,LM,10,265.266,46.81988185
17,C,5,high,LMSPWB,SP,10,179.734,31.72334428
17,C,5,high,LMSPWB,WB,10,121.567,21.45677387
17,C,5,high,LMSPWB,TOT,10,566.567,100
18,C,6,high,Blank,Blank,10,,
18,C,6,high,Blank,TOT,10,,
19,D,1,high,LM,LM,10,521.473,100
19,D,1,high,LM,TOT,10,521.473,100
20,D,2,high,SP,SP,10,350.656,100
20,D,2,high,SP,TOT,10,350.656,100
21,D,3,high,WB,WB,10,374.507,100
21,D,3,high,WB,TOT,10,374.507,100
22,D,4,low,LM,LM,10,99.625,100
22,D,4,low,LM,TOT,10,99.625,100
23,D,5,low,SP,SP,10,108.157,100
23,D,5,low,SP,TOT,10,108.157,100
24,D,6,low,WB,WB,10,68.032,100
24,D,6,low,WB,TOT,10,68.032,100
25,E,1,low,LMSP,LM,10,62.936,41.04289758
25,E,1,low,LMSP,SP,10,90.406,58.95710242
25,E,1,low,LMSP,TOT,10,153.342,100
26,E,2,low,LMWB,LM,10,73.865,63.85618203
26,E,2,low,LMWB,WB,10,41.809,36.14381797
26,E,2,low,LMWB,TOT,10,115.674,100
27,E,3,low,SPWB,SP,10,44.962,51.00566074
27,E,3,low,SPWB,WB,10,43.189,48.99433926
27,E,3,low,SPWB,TOT,10,88.151,100
28,E,4,high,LMSP,LM,10,359.423,58.17176891
28,E,4,high,LMSP,SP,10,258.442,41.82823109
28,E,4,high,LMSP,TOT,10,617.865,100
29,E,5,high,LMWB,LM,10,356.263,69.44697856
29,E,5,high,LMWB,WB,10,156.737,30.55302144
29,E,5,high,LMWB,TOT,10,513,100
30,E,6,high,SPWB,SP,10,224.168,50.91475671
30,E,6,high,SPWB,WB,10,216.113,49.08524329
30,E,6,high,SPWB,TOT,10,440.281,100
31,F,1,high,LMSPWB,LM,10,269.479,42.05588953
31,F,1,high,LMSPWB,SP,10,271.377,42.35209843
31,F,1,high,LMSPWB,WB,10,99.908,15.59201204
31,F,1,high,LMSPWB,TOT,10,640.764,100
32,F,2,high,Blank,Blank,10,,
32,F,2,high,Blank,TOT,10,,
33,F,3,high,LM,LM,10,528.707,100
33,F,3,high,LM,TOT,10,528.707,100
34,F,4,low,LMSPWB,LM,10,57.491,37.37866287
34,F,4,low,LMSPWB,SP,10,58.444,37.99827056
34,F,4,low,LMSPWB,WB,10,37.872,24.62306657
34,F,4,low,LMSPWB,TOT,10,153.807,100
35,F,5,low,Blank,Blank,10,,
35,F,5,low,Blank,TOT,10,,
36,F,6,low,LM,LM,10,113.662,100
36,F,6,low,LM,TOT,10,113.662,100
37,G,1,low,SP,SP,10,173.452,100
37,G,1,low,SP,TOT,10,173.452,100
38,G,2,low,WB,WB,10,81.842,100
38,G,2,low,WB,TOT,10,81.842,100
39,G,3,low,LMSP,LM,10,41.813,38.4102371
39,G,3,low,LMSP,SP,10,67.046,61.5897629
39,G,3,low,LMSP,TOT,10,108.859,100
40,G,4,high,SP,SP,10,881.448,100
40,G,4,high,SP,TOT,10,881.448,100
41,G,5,high,WB,WB,10,514.448,100
41,G,5,high,WB,TOT,10,514.448,100
42,G,6,high,LMSP,LM,10,238.128,41.31491239
42,G,6,high,LMSP,SP,10,338.245,58.68508761
42,G,6,high,LMSP,TOT,10,576.373,100
43,H,1,high,LMWB,LM,10,278.726,60.99477643
43,H,1,high,LMWB,WB,10,178.241,39.00522357
43,H,1,high,LMWB,TOT,10,456.967,100
44,H,2,high,SPWB,SP,10,287.546,51.884411
44,H,2,high,SPWB,WB,10,266.659,48.115589
44,H,2,high,SPWB,TOT,10,554.205,100
45,H,3,high,LMSPWB,LM,10,208.179,40.08406565
45,H,3,high,LMSPWB,SP,10,119.791,23.06529625
45,H,3,high,LMSPWB,WB,10,191.386,36.8506381
45,H,3,high,LMSPWB,TOT,10,519.356,100
46,H,4,low,LMWB,LM,10,72.999,61.87142433
46,H,4,low,LMWB,WB,10,44.986,38.12857567
46,H,4,low,LMWB,TOT,10,117.985,100
47,H,5,low,SPWB,SP,10,67.04,61.09597281
47,H,5,low,SPWB,WB,10,42.689,38.90402719
47,H,5,low,SPWB,TOT,10,109.729,100
48,H,6,low,LMSPWB,LM,10,38.632,32.25757968
48,H,6,low,LMSPWB,SP,10,43.418,36.2538723
48,H,6,low,LMSPWB,WB,10,37.711,31.48854802
48,H,6,low,LMSPWB,TOT,10,119.761,100
49,I,1,low,Blank,Blank,10,,
49,I,1,low,Blank,TOT,10,,
50,I,2,low,LM,LM,10,133.409,100
50,I,2,low,LM,TOT,10,133.409,100
51,I,3,low,SP,SP,10,121.388,100
51,I,3,low,SP,TOT,10,121.388,100
52,I,4,high,Blank,Blank,10,,
52,I,4,high,Blank,TOT,10,,
53,I,5,high,LM,LM,10,471.341,100
53,I,5,high,LM,TOT,10,471.341,100
54,I,6,high,SP,SP,10,652.257,100
54,I,6,high,SP,TOT,10,652.257,100
55,J,1,high,WB,WB,10,410.219,100
55,J,1,high,WB,TOT,10,410.219,100
56,J,2,high,LMSP,LM,10,147.311,47.52197687
56,J,2,high,LMSP,SP,10,162.674,52.47802313
56,J,2,high,LMSP,TOT,10,309.985,100
57,J,3,high,LMWB,LM,10,277.171,58.7215498
57,J,3,high,LMWB,WB,10,194.838,41.2784502
57,J,3,high,LMWB,TOT,10,472.009,100
58,J,4,low,WB,WB,10,68.624,100
58,J,4,low,WB,TOT,10,68.624,100
59,J,5,low,LMSP,LM,10,85.814,58.30111895
59,J,5,low,LMSP,SP,10,61.377,41.69888105
59,J,5,low,LMSP,TOT,10,147.191,100
60,J,6,low,LMWB,LM,10,80.454,69.58484691
60,J,6,low,LMWB,WB,10,35.166,30.41515309
60,J,6,low,LMWB,TOT,10,115.62,100
61,K,1,low,SPWB,SP,10,69.684,64.89960139
61,K,1,low,SPWB,WB,10,37.688,35.10039861
61,K,1,low,SPWB,TOT,10,107.372,100
62,K,2,low,LMSPWB,LM,10,58.882,43.43323326
62,K,2,low,LMSPWB,SP,10,47.894,35.32813549
62,K,2,low,LMSPWB,WB,10,28.793,21.23863125
62,K,2,low,LMSPWB,TOT,10,135.569,100
63,K,3,low,Blank,Blank,10,,
63,K,3,low,Blank,TOT,10,,
64,K,4,high,SPWB,SP,10,228.02,45.2586763
64,K,4,high,SPWB,WB,10,275.795,54.7413237
64,K,4,high,SPWB,TOT,10,503.815,100
65,K,5,high,LMSPWB,LM,10,231.417,33.51275969
65,K,5,high,LMSPWB,SP,10,336.562,48.73938141
65,K,5,high,LMSPWB,WB,10,122.555,17.7478589
65,K,5,high,LMSPWB,TOT,10,690.534,100
66,K,6,high,Blank,Blank,10,,
66,K,6,high,Blank,TOT,10,,
67,L,1,high,LM,LM,10,443.876,100
67,L,1,high,LM,TOT,10,443.876,100
68,L,2,high,SP,SP,10,557.775,100
68,L,2,high,SP,TOT,10,557.775,100
69,L,3,high,WB,WB,10,488.132,100
69,L,3,high,WB,TOT,10,488.132,100
70,L,4,low,LM,LM,10,107.997,100
70,L,4,low,LM,TOT,10,107.997,100
71,L,5,low,SP,SP,10,216.268,100
71,L,5,low,SP,TOT,10,216.268,100
72,L,6,low,WB,WB,10,81.835,100
72,L,6,low,WB,TOT,10,81.835,100
73,M,1,low,LMSP,LM,10,50.802,46.47898921
73,M,1,low,LMSP,SP,10,58.499,53.52101079
73,M,1,low,LMSP,TOT,10,109.301,100
74,M,2,low,LMWB,LM,10,61.535,55.67065337
74,M,2,low,LMWB,WB,10,48.999,44.32934663
74,M,2,low,LMWB,TOT,10,110.534,100
75,M,3,low,SPWB,SP,10,90.938,66.56808849
75,M,3,low,SPWB,WB,10,45.671,33.43191151
75,M,3,low,SPWB,TOT,10,136.609,100
76,M,4,high,LMSP,LM,10,227.001,30.96964579
76,M,4,high,LMSP,SP,10,505.978,69.03035421
76,M,4,high,LMSP,TOT,10,732.979,100
77,M,5,high,LMWB,LM,10,311.694,57.94053406
77,M,5,high,LMWB,WB,10,226.261,42.05946594
77,M,5,high,LMWB,TOT,10,537.955,100
78,M,6,high,SPWB,SP,10,309.435,54.7107061
78,M,6,high,SPWB,WB,10,256.149,45.2892939
78,M,6,high,SPWB,TOT,10,565.584,100
79,N,1,high,LMSPWB,LM,10,223.61,37.41681573
79,N,1,high,LMSPWB,SP,10,264.612,44.27770871
79,N,1,high,LMSPWB,WB,10,109.397,18.30547556
79,N,1,high,LMSPWB,TOT,10,597.619,100
80,N,2,high,Blank,Blank,10,,
80,N,2,high,Blank,TOT,10,,
81,N,3,high,LM,LM,10,517.841,100
81,N,3,high,LM,TOT,10,517.841,100
82,N,4,low,LMSPWB,LM,10,49.672,36.54798431
82,N,4,low,LMSPWB,SP,10,56.237,41.37842233
82,N,4,low,LMSPWB,WB,10,30,22.07359336
82,N,4,low,LMSPWB,TOT,10,135.909,100
83,N,5,low,Blank,Blank,10,,
83,N,5,low,Blank,TOT,10,,
84,N,6,low,LM,LM,10,129.315,100
84,N,6,low,LM,TOT,10,129.315,100
85,O,1,low,SP,SP,10,78.567,100
85,O,1,low,SP,TOT,10,78.567,100
86,O,2,low,WB,WB,10,62.883,100
86,O,2,low,WB,TOT,10,62.883,100
87,O,3,low,LMSP,LM,10,72.366,57.48534388
87,O,3,low,LMSP,SP,10,53.52,42.51465612
87,O,3,low,LMSP,TOT,10,125.886,100
88,O,4,high,SP,SP,10,312.065,100
88,O,4,high,SP,TOT,10,312.065,100
89,O,5,high,WB,WB,10,423.779,100
89,O,5,high,WB,TOT,10,423.779,100
90,O,6,high,LMSP,LM,10,271.584,53.67177264
90,O,6,high,LMSP,SP,10,234.425,46.32822736
90,O,6,high,LMSP,TOT,10,506.009,100
91,P,1,high,LMWB,LM,10,272.998,62.46336257
91,P,1,high,LMWB,WB,10,164.055,37.53663743
91,P,1,high,LMWB,TOT,10,437.053,100
92,P,2,high,SPWB,SP,10,342.124,58.63126759
92,P,2,high,SPWB,WB,10,241.394,41.36873241
92,P,2,high,SPWB,TOT,10,583.518,100
93,P,3,high,LMSPWB,LM,10,224.923,44.47825949
93,P,3,high,LMSPWB,SP,10,176.201,34.84354113
93,P,3,high,LMSPWB,WB,10,104.568,20.67819938
93,P,3,high,LMSPWB,TOT,10,505.692,100
94,P,4,low,LMWB,LM,10,88.766,63.98748594
94,P,4,low,LMWB,WB,10,49.958,36.01251406
94,P,4,low,LMWB,TOT,10,138.724,100
95,P,5,low,SPWB,SP,10,119.549,82.255845
95,P,5,low,SPWB,WB,10,25.789,17.744155
95,P,5,low,SPWB,TOT,10,145.338,100
96,P,6,low,LMSPWB,LM,10,50.307,40.22436154
96,P,6,low,LMSPWB,SP,10,37.601,30.06492572
96,P,6,low,LMSPWB,WB,10,37.158,29.71071274
96,P,6,low,LMSPWB,TOT,10,125.066,100
